Column1|name|pos|team|overallRank|positionRank|passAtt|passComp|passIncomp|passYds|passTds|passInt|rushAtt|rushYds|rushTds|rec|recYds|recTds|returnTds|twoPts|fumbles|cost|risk|sdPts|sdPick|passAttPts|passCompPts|passIncompPts|passYdsPts|passTdsPts|passIntPts|rushAttPts|rushYdsPts|rushTdsPts|recPts|recYdsPts|recTdsPts|twoPtsPts|fumblesPts|projectedPts|upside|projectedCost|
586|Dan Orlovsky|QB|DET|579|68|10.00001591|6.000011431|4.000031447|59.99996908|0|0|2|0|0|0|0|0|0|0|0|1|2.504480218|1.572351388|NA|0|0|0|2.399998763|0|0|0|0|0|0|0|0|0|0|2.399998763|3.972350152|1|
587|LeRon McClain|RB|NA|581|175|0|0|0|0|0|0|4.3|10|0.05|1.65|8|0.075|0|0|0.12|1|2.615232193|2.280789337|NA|0|0|0|0|0|0|0|1|0.3|0|0.8|0.45|0|-0.24|2.31|4.590789337|1|
588|Kevin Ozier|WR|ARI|589|228|0|0|0|0|0|0|0|2|0|0|17|0|0|0|0|1|2.338055519|0.50779636|NA|0|0|0|0|0|0|0|0.2|0|0|1.7|0|0|0|1.9|2.40779636|1|
589|Matt Hasselbeck|QB|IND|580|69|7.49995499|4.817456735|3.000036179|57.93870294|0|0|0|0|0|0|0|0|0|0|0|1|2.748342719|3.132246362|NA|0|0|0|2.317548118|0|0|0|0|0|0|0|0|0|0|2.317548118|5.44979448|1|
590|Joseph Anderson|WR|CHI|593|229|0|0|0|0|0|0|0|0|0|1.3|15|0.06|0|0|0.01|1|2.404059729|0.93|NA|0|0|0|0|0|0|0|0|0|0|1.5|0.36|0|-0.02|1.84|2.77|1|
591|Michael Palmer|TE|PIT|595|117|0|0|0|0|0|0|0|0|0|1|17.62939187|0|0|0|0|1|2.451475285|1.233299147|NA|0|0|0|0|0|0|0|0|0|0|1.762939187|0|0|0|1.762939187|2.996238334|1|
592|Patrick Edwards|WR|NA|596|230|0|0|0|0|0|0|0|0|0|2|20|0|0|0|0.12|1|2.538326703|1.788854382|NA|0|0|0|0|0|0|0|0|0|0|2|0|0|-0.24|1.76|3.548854382|1|
593|Richard Quinn|TE|NO|598|118|0|0|0|0|0|0|0|0|0|2|17|0|0|0|0|1|2.391553118|0.85|NA|0|0|0|0|0|0|0|0|0|0|1.7|0|0|0|1.7|2.55|1|
594|Lonnie Pryor|RB|TB|594|176|0|0|0|0|0|0|2.168648198|6.85|0|2.752972297|11.2|0|0|0|0|1|2.449976221|1.223710205|NA|0|0|0|0|0|0|0|0.685|0|0|1.12|0|0|0|1.805|3.028710205|1|
595|Corey Fuller|WR|DET|600|231|0|0|0|0|0|0|0|0|0|1.15|16.15|0|0|0|0|1|2.484492859|1.444499913|NA|0|0|0|0|0|0|0|0|0|0|1.615|0|0|0|1.615|3.059499913|1|
596|Kassim Osgood|WR|SF|600|231|0|0|0|0|0|0|0|0|0|1.15|16.15|0|0|0|0|1|2.484492859|1.444499913|NA|0|0|0|0|0|0|0|0|0|0|1.615|0|0|0|1.615|3.059499913|1|
597|A.C. Leonard|TE|MIN|602|119|0|0|0|0|0|0|0|0|0|1.5|16|0|0|0|0|1|2.482395437|1.431083506|NA|0|0|0|0|0|0|0|0|0|0|1.6|0|0|0|1.6|3.031083506|1|
598|Matt Hazel|WR|MIA|604|233|0|0|0|0|0|0|0|0|0|1|15|0|0|0|0|1|2.46841262|1.341640786|NA|0|0|0|0|0|0|0|0|0|0|1.5|0|0|0|1.5|2.841640786|1|
599|Weston Dressler|WR|KC|604|233|0|0|0|0|0|0|0|0|0|1|15|0|0|0|0|1|3.328626166|6.844097213|NA|0|0|0|0|0|0|0|0|0|0|1.5|0|0|0|1.5|8.344097213|1|
600|James Wilder Jr|RB|CIN|597|177|0|0|0|0|0|0|3.5|13.5|0|0.5|4|0|0|0|0|1|2.429924201|1.095445115|NA|0|0|0|0|0|0|0|1.35|0|0|0.4|0|0|0|1.75|2.845445115|1|
601|Matthew Mulligan|TE|CHI|606|120|0|0|0|0|0|0|0|0|0|1|14.64503248|0|0|0|0|1|2.468550138|1.342520432|NA|0|0|0|0|0|0|0|0|0|0|1.464503248|0|0|0|1.464503248|2.807023681|1|
602|T.J. Yates|QB|ATL|591|72|6.092776307|4.500045906|2.441498815|50.00005542|0|0|1|0|0|0|0|0|0|0|0.07|1|2.420481159|1.035041599|NA|0|0|0|2.000002217|0|0|0|0|0|0|0|0|0|-0.14|1.860002217|2.895043816|1|
603|Tyler Thigpen|QB|BUF|590|71|7.1|4.1|3|39.5|0.15|0.145|0|0|0|0|0|0|0|0|0.01|1|2.499919549|1.543178538|NA|0|0|0|1.58|0.6|-0.29|0|0|0|0|0|0|0|-0.02|1.87|3.413178538|1|
604|Luke McCown|QB|NO|599|74|7.094072021|3.530844083|3.767300747|41.87909946|0|0|0.5|0|0|0|0|0|0|0|0|1|2.490283158|1.48153824|NA|0|0|0|1.675163979|0|0|0|0|0|0|0|0|0|0|1.675163979|3.156702218|1|
605|Willie Snead|WR|CLE|609|235|0|0|0|0|0|0|0|0|0|1|12.5|0|0|0|0|1|2.433455579|1.118033989|NA|0|0|0|0|0|0|0|0|0|0|1.25|0|0|0|1.25|2.368033989|1|
606|Emil Igwenagu|TE|PHI|610|121|0|0|0|0|0|0|0|0|0|1.5|12.4|0|0|0|0|1|2.432057297|1.109089717|NA|0|0|0|0|0|0|0|0|0|0|1.24|0|0|0|1.24|2.349089717|1|
607|Michael Hill|RB|GB|608|179|0|0|0|0|0|0|4|5|0|1|8|0|0|0|0|1|2.516879653|1.651665826|NA|0|0|0|0|0|0|0|0.5|0|0|0.8|0|0|0|1.3|2.951665826|1|
608|Ted Bolser|TE|WAS|612|123|0|0|0|0|0|0|0|0|0|2.3|12|0|0|0|0|1|2.352469957|0.6|NA|0|0|0|0|0|0|0|0|0|0|1.2|0|0|0|1.2|1.8|1|
609|Brandon Barden|TE|JAX|611|122|0|0|0|0|0|0|0|0|0|1.999974209|22.00004915|0|0|0|0.5|1|2.547668985|1.84861338|NA|0|0|0|0|0|0|0|0|0|0|2.200004915|0|0|-1|1.200004915|3.048618295|1|
610|D.C. Jefferson|TE|NA|614|124|0|0|0|0|0|0|0|0|0|1|10|0|0|0|0|1|2.336836693|0.5|NA|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1.5|1|
611|Josh Bellamy|WR|CHI|614|236|0|0|0|0|0|0|0|0|0|1|10|0|0|0|0|1|2.398498538|0.894427191|NA|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1.894427191|1|
612|Zach Line|RB|MIN|614|181|0|0|0|0|0|0|0|0|0|1|10|0|0|0|0|1|2.400809904|0.909212113|NA|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1.909212113|1|
613|Rob Blanchflower|TE|PIT|617|125|0|0|0|0|0|0|0|0|0|1|9.5|0|0|0|0|1|2.340203503|0.521536192|NA|0|0|0|0|0|0|0|0|0|0|0.95|0|0|0|0.95|1.471536192|1|
614|Jeron Mastrud|TE|CHI|620|126|0|0|0|0|0|0|0|0|0|0.95|8.752972297|0|0|0|0.01|1|2.344025022|0.545980987|NA|0|0|0|0|0|0|0|0|0|0|0.87529723|0|0|-0.02|0.85529723|1.401278217|1|
615|Tommy Streeter|WR|TB|621|237|0|0|0|0|0|0|0|0|0|1|8|0|0|0|0|1|2.624067615|2.337306142|NA|0|0|0|0|0|0|0|0|0|0|0.8|0|0|0|0.8|3.137306142|1|
616|Robert Hughes|RB|NA|619|182|0|0|0|0|0|0|1.9|6.4|0|0.5|2.5|0|0|0|0|1|2.731809331|3.026488614|NA|0|0|0|0|0|0|0|0.64|0|0|0.25|0|0|0|0.89|3.916488614|1|
617|Jamar Newsome|WR|KC|622|238|0|0|0|0|0|0|0|0|0|1|7.5|0|0|0|0|1|2.609487029|2.244039725|NA|0|0|0|0|0|0|0|0|0|0|0.75|0|0|0|0.75|2.994039725|1|
618|James Wright|WR|CIN|622|238|0|0|0|0|0|0|0|0|0|0.5|7.5|0|0|0|0|1|2.363541496|0.670820393|NA|0|0|0|0|0|0|0|0|0|0|0.75|0|0|0|0.75|1.420820393|1|
619|Ryan Mallett|QB|NE|618|76|4.999966981|2.050027004|2.650056952|22.99991356|0|0|0|-0.120241643|0|0|0|0|0|0|0|1|2.57347542|2.013687256|NA|0|0|0|0.919996542|0|0|0|-0.012024164|0|0|0|0|0|0|0.907972378|2.921659634|1|
620|Rex Burkhead|RB|CIN|624|183|0|0|0|0|0|0|0.5|1.5|0|0.5|5.756048203|0|0|0|0|1|2.405877845|0.941629793|NA|0|0|0|0|0|0|0|0.15|0|0|0.57560482|0|0|0|0.72560482|1.667234613|1|
621|Chase Reynolds|RB|STL|625|184|0|0|0|0|0|0|1|2.5|0|0.5|3|0|0|0|0|1|2.30608841|0.303315018|NA|0|0|0|0|0|0|0|0.25|0|0|0.3|0|0|0|0.55|0.853315018|1|
622|Chris Harper|WR|GB|627|240|0|0|0|0|0|0|0|0|0|0.5|5|0|0|0|0|1|2.69588301|2.796681707|NA|0|0|0|0|0|0|0|0|0|0|0.5|0|0|0|0.5|3.296681707|1|
623|Marcel Jensen|TE|JAX|627|127|0|0|0|0|0|0|0|0|0|1|5|0|0|0|0|1|2.297753533|0.25|NA|0|0|0|0|0|0|0|0|0|0|0.5|0|0|0|0.5|0.75|1|
624|Tauren Poole|RB|PIT|607|178|0|0|0|0|0|0|11|27|0|1|7|0|0|0|1|1|2.524435862|1.7|NA|0|0|0|0|0|0|0|2.7|0|0|0.7|0|0|-2|1.4|3.1|1|
625|Kerwynn Williams|RB|SD|627|185|0|0|0|0|0|0|0.5|2.5|0|0.5|2.5|0|0|0|0|1|2.328584455|0.447213595|NA|0|0|0|0|0|0|0|0.25|0|0|0.25|0|0|0|0.5|0.947213595|1|
626|Taylor Yates|QB|ATL|626|77|1.5|1|0.5|11|0|0|0.5|1|0|0|0|0|0|0|0|1|2.296423977|0.241495342|NA|0|0|0|0.44|0|0|0|0.1|0|0|0|0|0|0|0.54|0.781495342|1|
627|William Powell|RB|HOU|627|185|0|0|0|0|0|0|1|5|0|0|0|0|0|0|0|1|2.389467644|0.836660027|NA|0|0|0|0|0|0|0|0.5|0|0|0|0|0|0|0.5|1.336660027|1|
628|Chris Gronkowski|RB|SD|634|189|0|0|0|0|0|0|0|0|0|0.3|3|0.02|0|0|0.02|1|2.291500227|0.21|NA|0|0|0|0|0|0|0|0|0|0|0.3|0.12|0|-0.04|0.38|0.59|1|
629|Jon Vaughn|RB|NA|632|187|0|0|0|0|0|0|1|4|0|0|0|0|0|0|0|1|2.289936901|0.2|NA|0|0|0|0|0|0|0|0.4|0|0|0|0|0|0|0.4|0.6|1|
630|Mike Goodson|RB|NA|632|187|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|1|3.441217271|7.564299373|NA|0|0|0|0|0|0|0|0.4|0|0|0|0|0|0|0.4|7.964299373|1|
631|Erik Swoope|TE|IND|635|128|0|0|0|0|0|0|0|0|0|0.5|3|0|0|0|0|1|2.300618822|0.268328157|NA|0|0|0|0|0|0|0|0|0|0|0.3|0|0|0|0.3|0.568328157|1|
632|Jake Ballard|TE|ARI|639|129|0|0|0|0|0|0|0|0|0|0.5|2.5|0|0|0|0|1|3.370894597|7.114472172|NA|0|0|0|0|0|0|0|0|0|0|0.25|0|0|0|0.25|7.364472172|1|
633|Michael Williams|TE|DET|639|129|0|0|0|0|0|0|0|0|0|0.5|2.5|0|0|0|0|1|2.293627414|0.223606798|NA|0|0|0|0|0|0|0|0|0|0|0.25|0|0|0|0.25|0.473606798|1|
634|Nathan Overbay|TE|DET|639|129|0|0|0|0|0|0|0|0|0|0.5|2.5|0|0|0|0|1|2.293627414|0.223606798|NA|0|0|0|0|0|0|0|0|0|0|0.25|0|0|0|0.25|0.473606798|1|
635|Jamize Olawale|RB|OAK|635|190|0|0|0|0|0|0|1|3|0|0|0|0|0|0|0|1|2.510829964|1.612968278|NA|0|0|0|0|0|0|0|0.3|0|0|0|0|0|0|0.3|1.912968278|1|
636|Kiero Small|RB|SEA|635|190|0|0|0|0|0|0|0.5|3|0|0|0|0|0|0|0|1|2.292562482|0.216794834|NA|0|0|0|0|0|0|0|0.3|0|0|0|0|0|0|0.3|0.516794834|1|
637|Stephen Houston|RB|PIT|635|190|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|1|2.282120269|0.15|NA|0|0|0|0|0|0|0|0.3|0|0|0|0|0|0|0.3|0.45|1|
638|Marc Mariani|WR|TEN|631|241|0|0|0|0|0|0|0|0|0|1.999954069|14.36103794|0|0|0|0.5|1|2.414169998|0.994671518|NA|0|0|0|0|0|0|0|0|0|0|1.436103794|0|0|-1|0.436103794|1.430775312|1|
639|Marcus Easley|WR|BUF|642|242|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|1|2.318541216|0.382970843|NA|0|0|0|0|0|0|0|0|0|0|0.2|0|0|0|0.2|0.582970843|1|
640|Joe Banyard|RB|MIN|642|193|0|0|0|0|0|0|0|0.5|0|0|1.5|0|0|0|0|1|2.318541216|0.382970843|NA|0|0|0|0|0|0|0|0.05|0|0|0.15|0|0|0|0.2|0.582970843|1|
641|Keiland Williams|RB|NA|644|194|0|0|0|0|0|0|0|0|0|0.25|1.5|0.01|0|0|0.01|1|2.288034287|0.18782971|NA|0|0|0|0|0|0|0|0|0|0|0.15|0.06|0|-0.02|0.19|0.37782971|1|
642|Alfonso Smith|RB|SF|613|180|0|0|0|0|0|0|6|25|0|1.5|12.5|0|0|0|1.3|1|3.449630802|7.618117503|NA|0|0|0|0|0|0|0|2.5|0|0|1.25|0|0|-2.6|1.15|8.768117503|1|
643|Tyrod Taylor|QB|BAL|603|75|10.20001639|6.500021798|4.499988243|69.72358225|0|1.382558518|3.250047356|14.9375|0|0|0|0|0|0|0|1|2.896415581|4.079411722|NA|0|0|0|2.78894329|0|-2.765117036|0|1.49375|0|0|0|0|0|0|1.517576254|5.596987976|1|
644|Josh Vaughan|RB|ATL|645|195|0|0|0|0|0|0|0.5|0.5|0|0|0|0|0|0|0|1|2.265661781|0.04472136|NA|0|0|0|0|0|0|0|0.05|0|0|0|0|0|0|0.05|0.09472136|1|
647|A.J. McCarron|QB|CIN|646|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3.070818443|5.195|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.195|1|
648|Alex Green|RB|NYJ|646|196|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.311849739|0.340168026|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.340168026|1|
659|Bradie Ewing|RB|JAX|646|196|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.469284733|1.347219359|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.347219359|1|
661|Brady Quinn|QB|MIA|646|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.263776175|0.032659863|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.032659863|1|
676|Cierre Wood|RB|BAL|646|196|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.401463422|0.913392421|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.913392421|1|
678|Cobi Hamilton|WR|CIN|646|243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.354404173|0.612372436|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.612372436|1|
680|Colt McCoy|QB|WAS|646|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.263092127|0.028284271|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.028284271|1|
682|Curtis Painter|QB|NYG|646|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.551156288|1.870920324|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.870920324|1|
698|Dominique Davis|QB|NA|646|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.656628307|2.545584412|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.545584412|1|
699|Dustin Keller|TE|NA|646|132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.833073174|3.674234614|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.674234614|1|
703|Fendi Onobun|TE|JAX|646|132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.59133685|2.127939983|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.127939983|1|
711|Isaiah Pead|RB|STL|646|196|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3.32802957|6.840281021|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6.840281021|1|
713|Jack Doyle|TE|IND|646|132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.574591913|2.020829038|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.020829038|1|
716|Jared Abbrederis|WR|GB|646|243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4.397694269|13.68251622|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13.68251622|1|
721|Jimmy Garoppolo|QB|NE|646|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3.019726186|4.868182412|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.868182412|1|
723|Joel Dreessen|TE|DEN|646|132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.888169807|4.026666667|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.026666667|1|
730|Josh Freeman|QB|NA|646|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3.501629232|7.950731536|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7.950731536|1|
732|Julian Talley|WR|NYG|646|243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.450137973|1.224744871|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.224744871|1|
733|Justin Blackmon|WR|JAX|646|243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0.452436226|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
734|Juwan Thompson|RB|DEN|646|196|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|1|3.279830908|6.531972647|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6.531972647|1|
744|Konrad Reuland|TE|NYJ|646|132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3.277080556|6.514379699|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6.514379699|1|
750|Lestar Jean|WR|NA|646|243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3.085883697|5.291366658|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.291366658|1|
751|Logan Thomas|QB|ARI|646|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.437173421|1.141815597|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.141815597|1|
755|Marvin McNutt|WR|CAR|646|243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.622062706|2.324481509|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.324481509|1|
756|Matt Barkley|QB|PHI|646|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.268124482|0.060474316|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.060474316|1|
760|Michael Bush|RB|NA|646|196|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4.177653541|12.275|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12.275|1|
761|Michael Smith|RB|TB|646|196|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.335485012|0.491353815|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.491353815|1|
783|Scott Tolzien|QB|GB|646|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.418891991|1.024876299|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.024876299|1|
784|Sean McGrath|TE|KC|646|132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3.212501468|6.101292018|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6.101292018|1|
801|Tyler Gaffney|RB|CAR|646|196|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3.462431709|7.7|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7.7|1|
804|Walt Powell|WR|ARI|646|243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.960718241|4.490731195|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.490731195|1|
806|Brad Smelley|RB|HOU|677|204|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.01|1|2.342041267|0.533291665|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.02|-0.02|0.513291665|1|
811|Drew Stanton|QB|ARI|588|70|10.99991577|7.000044627|4.5|137.2992705|0|2.082974611|2|6.499961087|0|0|0|0|0|0|0|1|3.119587327|5.506955867|NA|0|0|0|5.49197082|0|-4.165949222|0|0.649996109|0|0|0|0|0|0|1.976017707|7.482973574|1|
813|Fred Davis|TE|WAS|678|138|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.05|1|2.783291598|3.355800948|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.1|-0.1|3.255800948|1|
814|Tom Crabtree|TE|TB|678|138|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.05|1|3.118998124|5.503186955|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.1|-0.1|5.403186955|1|
820|Vick Ballard|RB|IND|680|205|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.285|1|3.999173776|11.13333333|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.57|-0.57|10.56333333|1|
821|Matt Moore|QB|MIA|592|73|17.85714286|8.037066081|8.318620086|107.1432292|0.901255824|1.913776882|2.499924648|3.747815579|0|0|0|0|0|0|1.297507727|1|3.334680452|6.882824163|NA|0|0|0|4.285729167|3.605023298|-3.827553763|0|0.374781558|0|0|0|0|0|-2.595015455|1.842964804|8.725788966|1|
822|Kevin Dorsey|WR|GB|681|250|0|0|0|0|0|0|0|0|0|2|13|0|0|0|1|1|2.78450763|3.363579443|NA|0|0|0|0|0|0|0|0|0|0|1.3|0|0|-2|-0.7|2.663579443|1|
824|Kendall Hunter|RB|SF|682|206|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.48|1|6.228477238|25.39333333|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.96|-0.96|24.43333333|1|
825|Roy Finch|RB|NEP|683|207|0|0|0|0|0|0|0|1|0|1|4|0|0|0|1|1|2.297753533|0.25|NA|0|0|0|0|0|0|0|0.1|0|0|0.4|0|0|-2|-1.5|-1.25|1|
826|LaVon Brazill|WR|IND|684|251|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|3.587497822|8.5|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|-2|-2|6.5|1|
827|Matt Simms|QB|NYJ|684|88|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.27271133|0.089814624|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|-2|-2|-1.910185376|1|
828|Sidney Rice|WR|SEA|686|252|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.12|1|11.74886166|60.70511716|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|-2.24|-2.24|58.46511716|1|
829|Richie Brockel|TE|CAR|687|140|0|0|0|0|0|0|0|0|0|0.3|4|0|0|0|1.685|1|2.334037346|0.482093648|NA|0|0|0|0|0|0|0|0|0|0|0.4|0|0|-3.37|-2.97|-2.487906352|1|
830|Marcus Thigpen|RB|MIA|688|208|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.85|1|2.288214465|0.188982237|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|-3.7|-3.7|-3.511017763|1|
831|Johnathan Franklin|RB|NA|689|209|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3.687588341|9.140240697|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|-4|-4|5.140240697|1|
832|Rashard Mendenhall|RB|NA|690|210|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.68|1|10.08586587|50.06757034|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|-5.36|-5.36|44.70757034|1|
